image_path,width,height,class_id,xmin,ymin,xmax,ymax
Handgun\Handgun_USRT_CCTV\PAH7_C1_P2_V1_HB_1_f0077.jpg,640,480,1,191.8,334.1,222.4,366.0
Handgun\Handgun_USRT_CCTV\PAH7_C1_P2_V1_HB_1_f0106.jpg,640,480,1,225.0,302.8,250.0,329.7
Handgun\Handgun_USRT_CCTV\PAH7_C1_P2_V1_HB_1_f0135.jpg,640,480,1,263.5,276.5,286.5,301.5
Handgun\Handgun_USRT_CCTV\PAH7_C1_P2_V1_HB_1_f0164.jpg,640,480,1,291.7,267.3,319.0,288.3
Handgun\Handgun_USRT_CCTV\PAH7_C1_P2_V1_HB_1_f0193.jpg,640,480,1,324.8,257.5,347.5,276.7
Handgun\Handgun_USRT_CCTV\PAH7_C1_P2_V1_HB_1_f0230.jpg,640,480,1,369.0,255.0,388.0,273.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0043.jpg,1920,1080,1,0.0,362.0,75.0,425.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0065.jpg,1920,1080,1,256.7,387.5,335.7,447.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0087.jpg,1920,1080,1,511.0,426.0,594.6,486.2
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0110.jpg,1920,1080,1,766.2,433.8,841.8,494.2
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0132.jpg,1920,1080,1,987.7,460.3,1074.3,519.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0155.jpg,1920,1080,1,1236.4,510.6,1324.8,578.2
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0177.jpg,1920,1080,1,1499.0,557.0,1605.0,627.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V1_HB_2_f0200.jpg,1920,1080,1,1818.5,627.0,1918.5,711.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0049.jpg,1920,1080,1,1827.5,642.0,1918.5,711.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0075.jpg,1920,1080,1,1524.0,585.0,1626.1,656.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0101.jpg,1920,1080,1,1227.7,557.9,1319.0,629.9
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0127.jpg,1920,1080,1,963.7,510.2,1047.5,573.7
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0153.jpg,1920,1080,1,751.4,479.4,822.9,538.4
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0179.jpg,1920,1080,1,543.7,444.5,601.0,499.5
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0205.jpg,1920,1080,1,279.6,416.8,342.2,480.4
Handgun\Handgun_USRT_CCTV\PAH7_C2_P3_V2_HB_1_f0232.jpg,1920,1080,1,0.0,412.0,69.0,482.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0042.jpg,1920,1080,1,0.0,914.0,133.0,1046.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0073.jpg,1920,1080,1,560.3,701.0,685.3,795.7
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0104.jpg,1920,1080,1,902.0,552.2,1001.6,636.2
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0135.jpg,1920,1080,1,1172.0,448.8,1257.0,514.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0166.jpg,1920,1080,1,1400.0,379.0,1466.0,438.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0197.jpg,1920,1080,1,1549.6,329.0,1606.2,379.2
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0228.jpg,1920,1080,1,1697.0,287.4,1755.0,341.6
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V1_HB_2_f0259.jpg,1920,1080,1,1871.5,278.0,1918.5,333.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0038.jpg,1920,1080,1,1862.5,310.0,1918.5,371.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0065.jpg,1920,1080,1,1688.5,334.7,1747.3,392.8
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0093.jpg,1920,1080,1,1491.4,369.2,1554.4,436.2
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0121.jpg,1920,1080,1,1328.0,423.0,1389.0,491.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0149.jpg,1920,1080,1,1115.8,525.5,1184.3,609.5
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0177.jpg,1920,1080,1,831.0,626.6,912.4,718.8
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0205.jpg,1920,1080,1,467.0,777.0,555.0,886.0
Handgun\Handgun_USRT_CCTV\PAH7_C2_P5_V2_HB_1_f0233.jpg,1920,1080,1,0.0,965.5,110.0,1078.5
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0022.jpg,640,480,1,121.0,142.0,140.0,163.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0039.jpg,640,480,1,161.7,148.0,179.7,166.3
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0056.jpg,640,480,1,205.0,151.7,226.0,172.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0073.jpg,640,480,1,261.0,157.0,285.0,178.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0091.jpg,640,480,1,343.4,167.8,369.4,189.8
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0108.jpg,640,480,1,419.2,185.8,447.8,210.6
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0125.jpg,640,480,1,506.5,202.0,535.8,230.5
Handgun\Handgun_USRT_CCTV\PAH8_C1_P1_V1_HB_1_f0143.jpg,640,480,1,612.5,238.0,638.5,270.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0046.jpg,640,480,1,353.0,233.0,364.0,250.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0067.jpg,640,480,1,312.0,239.0,331.0,259.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0088.jpg,640,480,1,266.6,252.3,284.4,270.6
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0109.jpg,640,480,1,223.9,270.1,246.9,290.7
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0130.jpg,640,480,1,195.0,281.0,224.0,305.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0151.jpg,640,480,1,148.4,299.4,177.6,330.3
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0172.jpg,640,480,1,91.0,328.0,124.0,363.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P2_V1_HB_2_f0193.jpg,640,480,1,0.0,388.0,29.0,425.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0052.jpg,640,480,1,0.0,145.0,59.0,193.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0063.jpg,640,480,1,100.0,147.0,164.0,197.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0074.jpg,640,480,1,220.0,135.0,282.0,180.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0085.jpg,640,480,1,303.0,148.0,357.0,191.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0096.jpg,640,480,1,404.0,152.3,453.3,193.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0107.jpg,640,480,1,486.0,157.0,530.0,196.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0118.jpg,640,480,1,562.7,165.7,597.3,198.0
Handgun\Handgun_USRT_CCTV\PAH8_C1_P4_V1_HB_2_f0129.jpg,640,480,1,613.5,170.0,638.5,203.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0048.jpg,1920,1080,1,1823.5,568.0,1918.5,653.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0070.jpg,1920,1080,1,1481.0,505.4,1577.0,579.8
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0092.jpg,1920,1080,1,1182.8,460.8,1277.6,524.8
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0115.jpg,1920,1080,1,962.0,427.0,1042.0,481.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0137.jpg,1920,1080,1,744.0,405.5,824.0,463.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0160.jpg,1920,1080,1,519.3,387.7,598.4,438.3
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0182.jpg,1920,1080,1,303.5,369.5,387.0,424.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V1_HB_1_f0205.jpg,1920,1080,1,0.0,373.0,74.0,431.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0055.jpg,1920,1080,1,1814.5,577.0,1918.5,667.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0079.jpg,1920,1080,1,1575.7,537.5,1662.7,610.8
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0103.jpg,1920,1080,1,1314.5,499.5,1403.5,571.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0127.jpg,1920,1080,1,1067.6,454.6,1148.6,522.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0151.jpg,1920,1080,1,922.5,410.0,983.5,477.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0204.jpg,1920,1080,1,555.4,356.8,603.5,408.2
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0228.jpg,1920,1080,1,261.2,345.2,326.8,400.2
Handgun\Handgun_USRT_CCTV\PAH8_C2_P3_V2_HB_1_f0252.jpg,1920,1080,1,0.0,326.0,78.0,391.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0051.jpg,1920,1080,1,1860.5,217.0,1918.5,275.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0076.jpg,1920,1080,1,1673.6,224.1,1735.7,290.4
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0102.jpg,1920,1080,1,1506.8,263.7,1572.5,329.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0128.jpg,1920,1080,1,1331.1,315.5,1404.4,388.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0154.jpg,1920,1080,1,1094.3,388.7,1188.7,473.4
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0180.jpg,1920,1080,1,801.8,460.8,906.4,546.4
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0206.jpg,1920,1080,1,458.7,581.0,595.3,686.3
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V1_HB_1_f0232.jpg,1920,1080,1,0.0,730.0,153.0,853.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0053.jpg,1920,1080,1,0.0,811.0,99.0,941.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0086.jpg,1920,1080,1,484.6,643.8,611.8,749.8
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0119.jpg,1920,1080,1,855.3,516.7,951.1,608.9
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0152.jpg,1920,1080,1,1118.1,396.9,1206.1,470.4
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0185.jpg,1920,1080,1,1348.0,341.5,1419.5,404.5
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0218.jpg,1920,1080,1,1527.0,296.0,1596.0,352.0
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0251.jpg,1920,1080,1,1677.2,238.8,1734.6,290.8
Handgun\Handgun_USRT_CCTV\PAH8_C2_P5_V2_HB_2_f0284.jpg,1920,1080,1,1859.5,240.0,1918.5,302.0
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0037.jpg,640,480,1,608.5,136.0,638.5,166.0
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0050.jpg,640,480,1,556.3,131.3,593.7,169.0
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0063.jpg,640,480,1,479.4,121.4,522.2,160.2
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0077.jpg,640,480,1,383.5,107.0,428.0,162.0
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0090.jpg,640,480,1,303.0,99.0,342.0,149.0
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0104.jpg,640,480,1,188.3,104.3,245.0,155.3
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0117.jpg,640,480,1,85.0,98.5,148.5,160.0
Handgun\Handgun_USRT_CCTV\PAH9_C1_P4_V1_HB_1_f0131.jpg,640,480,1,0.0,106.0,48.0,167.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0068.jpg,1920,1080,1,0.0,256.0,48.0,314.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0093.jpg,1920,1080,1,173.7,309.4,225.4,361.7
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0119.jpg,1920,1080,1,379.3,331.0,437.3,384.7
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0145.jpg,1920,1080,1,570.0,355.0,641.0,414.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0170.jpg,1920,1080,1,732.2,386.2,804.7,455.5
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0196.jpg,1920,1080,1,965.9,448.7,1053.1,519.6
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0222.jpg,1920,1080,1,1256.7,510.7,1378.0,598.3
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V1_HB_2_f0248.jpg,1920,1080,1,1781.5,659.0,1918.5,764.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0056.jpg,1920,1080,1,0.0,272.0,72.0,324.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0084.jpg,1920,1080,1,215.5,307.0,291.5,368.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0113.jpg,1920,1080,1,424.3,341.4,492.1,409.3
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0142.jpg,1920,1080,1,633.5,361.5,701.0,434.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0171.jpg,1920,1080,1,851.4,455.6,934.2,526.2
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0200.jpg,1920,1080,1,987.5,446.0,1078.5,526.5
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0229.jpg,1920,1080,1,1229.4,491.4,1323.6,580.6
Handgun\Handgun_USRT_CCTV\PAH9_C2_P3_V2_HB_2_f0258.jpg,1920,1080,1,1788.5,595.0,1918.5,693.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0064.jpg,1920,1080,1,0.0,674.0,129.0,814.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0090.jpg,1920,1080,1,491.6,510.8,624.0,632.2
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0116.jpg,1920,1080,1,862.5,388.5,976.0,500.5
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0142.jpg,1920,1080,1,1132.0,331.5,1228.5,415.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0168.jpg,1920,1080,1,1309.8,244.4,1406.0,319.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0194.jpg,1920,1080,1,1458.0,214.3,1545.7,285.3
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0220.jpg,1920,1080,1,1628.3,195.3,1706.3,257.7
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_2_f0247.jpg,1920,1080,1,1849.5,190.0,1918.5,257.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0056.jpg,1920,1080,1,103.0,954.5,194.0,1078.5
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0076.jpg,1920,1080,1,501.8,756.0,588.3,909.5
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0097.jpg,1920,1080,1,971.0,524.0,1032.0,593.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0118.jpg,1920,1080,1,1198.0,291.0,1277.0,366.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0139.jpg,1920,1080,1,1374.0,240.3,1455.0,314.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0160.jpg,1920,1080,1,1529.0,215.0,1611.0,285.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0181.jpg,1920,1080,1,1672.0,187.7,1754.3,250.5
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V1_HB_4_f0202.jpg,1920,1080,1,1852.5,188.0,1918.5,258.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0037.jpg,1920,1080,1,1848.5,186.0,1918.5,249.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0070.jpg,1920,1080,1,1615.0,209.0,1685.0,280.4
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0104.jpg,1920,1080,1,1409.2,257.0,1479.4,334.8
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0138.jpg,1920,1080,1,1169.8,298.4,1261.6,393.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0171.jpg,1920,1080,1,918.0,441.0,1017.5,534.0
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0205.jpg,1920,1080,1,648.0,425.0,775.7,525.7
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0239.jpg,1920,1080,1,393.7,484.6,541.4,597.3
Handgun\Handgun_USRT_CCTV\PAH9_C2_P5_V2_HB_1_f0273.jpg,1920,1080,1,0.0,639.0,151.0,770.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0045.jpg,640,480,1,125.0,211.0,142.0,235.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0058.jpg,640,480,1,160.0,212.0,178.0,242.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0071.jpg,640,480,1,204.5,234.0,222.0,262.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0085.jpg,640,480,1,257.0,251.0,274.0,283.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0098.jpg,640,480,1,332.0,274.0,346.0,309.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0112.jpg,640,480,1,397.0,303.0,418.0,337.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0125.jpg,640,480,1,509.0,336.0,532.3,378.3
Handgun\Handgun_USRT_CCTV\PCH1_C1_P1_V1_HB_1_f0139.jpg,640,480,1,615.0,390.0,638.0,432.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0043.jpg,640,480,1,359.0,291.0,369.0,312.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0059.jpg,640,480,1,312.0,297.0,329.0,324.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0076.jpg,640,480,1,276.0,312.0,289.0,342.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0093.jpg,640,480,1,250.0,325.0,267.0,356.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0109.jpg,640,480,1,220.5,342.8,237.7,379.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0126.jpg,640,480,1,181.3,362.0,204.0,397.7
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0143.jpg,640,480,1,146.0,398.5,166.5,441.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_2_f0160.jpg,640,480,1,110.0,438.5,135.0,478.5
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0046.jpg,640,480,1,386.0,295.0,398.0,319.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0063.jpg,640,480,1,347.0,301.0,363.0,327.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0081.jpg,640,480,1,331.4,314.4,348.0,343.6
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0098.jpg,640,480,1,302.0,329.0,317.0,356.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0116.jpg,640,480,1,273.5,352.8,292.0,387.8
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0133.jpg,640,480,1,251.8,375.0,271.0,410.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0151.jpg,640,480,1,219.7,409.0,242.7,453.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P2_V1_HB_4_f0169.jpg,640,480,1,196.0,443.5,220.0,478.5
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0030.jpg,640,480,1,0.0,317.0,13.0,373.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0041.jpg,640,480,1,83.0,312.0,128.0,373.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0052.jpg,640,480,1,240.0,311.0,283.0,368.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0063.jpg,640,480,1,375.0,290.0,418.0,342.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0074.jpg,640,480,1,431.5,295.0,468.0,349.5
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0085.jpg,640,480,1,533.0,291.0,567.0,337.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0096.jpg,640,480,1,583.0,278.0,610.5,322.5
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_2_f0107.jpg,640,480,1,621.5,276.0,638.5,319.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0069.jpg,640,480,1,201.0,262.0,224.0,310.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0073.jpg,640,480,1,244.0,259.0,266.0,306.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0088.jpg,640,480,1,329.0,269.0,358.0,326.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0112.jpg,640,480,1,500.0,255.0,521.0,307.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0116.jpg,640,480,1,506.0,259.0,538.0,309.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0120.jpg,640,480,1,538.0,252.0,562.0,299.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0134.jpg,640,480,1,621.5,240.0,638.5,280.0
Handgun\Handgun_USRT_CCTV\PCH1_C1_P4_V1_HB_4_f0139.jpg,640,480,1,625.5,249.0,638.5,293.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0039.jpg,1920,1080,1,1842.5,712.0,1918.5,787.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0046.jpg,1920,1080,1,1743.0,709.5,1852.5,772.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0065.jpg,1920,1080,1,1504.0,669.7,1577.3,740.3
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0073.jpg,1920,1080,1,1395.0,635.5,1473.5,696.5
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0102.jpg,1920,1080,1,1077.7,590.4,1124.5,651.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0110.jpg,1920,1080,1,972.3,548.3,1044.7,614.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0118.jpg,1920,1080,1,913.0,559.0,968.0,626.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_1_f0188.jpg,1920,1080,1,281.0,468.0,331.0,537.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0051.jpg,1920,1080,1,0.0,471.0,33.0,545.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0076.jpg,1920,1080,1,175.0,542.0,221.0,615.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0101.jpg,1920,1080,1,434.5,536.5,481.0,610.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0126.jpg,1920,1080,1,710.0,554.5,753.8,627.5
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0151.jpg,1920,1080,1,881.5,594.5,938.5,661.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0176.jpg,1920,1080,1,1151.0,632.0,1198.0,703.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0201.jpg,1920,1080,1,1461.0,665.0,1528.0,748.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V1_HB_2_f0226.jpg,1920,1080,1,1709.0,748.0,1776.0,836.0
Handgun\Handgun_USRT_CCTV\PCH1_C2_P3_V2_HB_2_f0043.jpg,1920,1080,1,123.0,482.0,187.0,557.0
