ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
1c188f4dcc358b44,xclick,/m/04ctx,1,0.021875,0.380625,0.704167,0.754167,0,0,0,0,0,0.021875,0.28375,0.380625,0.179375,0.740833,0.704167,0.744167,0.754167
1c188f4dcc358b44,xclick,/m/04ctx,1,0.021875,0.39125,0.771667,0.835,0,0,0,0,0,0.021875,0.28625,0.39125,0.15875,0.775,0.771667,0.835,0.83
1c188f4dcc358b44,xclick,/m/04ctx,1,0.09375,0.951875,0.466667,0.565,0,0,0,0,0,0.09375,0.94875,0.951875,0.44625,0.508333,0.466667,0.554167,0.565
1c188f4dcc358b44,xclick,/m/04ctx,1,0.3925,0.999375,0.616667,0.726667,0,0,0,0,0,0.3925,0.9875,0.999375,0.731875,0.6525,0.616667,0.709167,0.726667
1c188f4dcc358b44,xclick,/m/04ctx,1,0.438125,0.87875,0.735833,0.8125,0,0,0,0,0,0.475625,0.438125,0.85625,0.87875,0.735833,0.735833,0.8125,0.770833
1c3d3f267efd67b8,xclick,/m/0gxl3,1,0.0,0.999375,0.124183,0.999066,0,1,0,1,0,0.0,0.7125,0.999375,0.616875,0.830065,0.999066,0.957049,0.124183
1c409bb08b96723c,xclick,/m/04ctx,1,0.0,0.816875,0.108333,0.66,0,1,0,0,0,0.80375,0.816875,0.011875,0.0,0.66,0.6525,0.108333,0.174167
1c409bb08b96723c,xclick,/m/058qzx,1,0.0,0.82,0.104167,0.675833,0,1,0,0,0,0.0175,0.0,0.82,0.771875,0.104167,0.211667,0.645,0.675833
1c599c9c4959e24b,xclick,/m/0gxl3,1,0.13375,0.999375,0.1075,0.999167,1,1,0,0,0,0.13375,0.21875,0.999375,0.968125,0.414167,0.1075,0.724167,0.999167
1c60c3a3bbddc658,xclick,/m/04ctx,1,0.027344,0.983398,0.080729,0.908854,0,0,0,0,0,0.930664,0.983398,0.145508,0.027344,0.080729,0.1875,0.908854,0.86849
1c7365887d7cbea7,xclick,/m/0gxl3,1,0.231875,0.73875,0.189167,0.736667,1,0,0,0,0,0.646875,0.231875,0.63375,0.73875,0.189167,0.2275,0.736667,0.561667
1cbe73f1b39d14a8,xclick,/m/04ctx,1,0.205625,0.6175,0.201667,0.79,0,0,0,0,0,0.209375,0.205625,0.5825,0.6175,0.201667,0.201667,0.79,0.7275
1cbe73f1b39d14a8,xclick,/m/058qzx,1,0.196875,0.618125,0.190833,0.785,0,0,0,0,0,0.581875,0.618125,0.20375,0.196875,0.785,0.719167,0.190833,0.218333
1cdb986cd69f46f5,xclick,/m/0gxl3,1,0.12875,0.881875,0.19141,0.92437,0,0,0,0,0,0.8525,0.18625,0.12875,0.881875,0.92437,0.19141,0.267974,0.412698
1d14a26471a4e193,xclick,/m/0gxl3,1,0.47875,0.64,0.313996,0.413343,1,0,0,0,0,0.59375,0.64,0.56,0.47875,0.313996,0.335025,0.413343,0.346628
1d1919da0cd1c638,xclick,/m/04ctx,1,0.01,0.93625,0.67,0.7925,0,0,0,0,0,0.37875,0.93625,0.113125,0.01,0.67,0.75375,0.7925,0.748125
1d1919da0cd1c638,xclick,/m/04ctx,1,0.0175,0.58625,0.299375,0.373125,0,0,0,0,0,0.0175,0.046875,0.58625,0.219375,0.336875,0.299375,0.33375,0.373125
1d1919da0cd1c638,xclick,/m/04ctx,1,0.034375,0.979375,0.526875,0.6275,0,0,0,0,0,0.8975,0.034375,0.933125,0.979375,0.526875,0.6,0.6275,0.585
1d1919da0cd1c638,xclick,/m/04ctx,1,0.116875,0.87,0.40875,0.499375,0,0,0,0,0,0.508125,0.116875,0.87,0.8275,0.40875,0.45125,0.438125,0.499375
1d1919da0cd1c638,xclick,/m/04ctx,1,0.21375,0.9825,0.205625,0.289375,0,0,0,0,0,0.21375,0.9825,0.933125,0.6275,0.205625,0.234375,0.289375,0.289375
1d1919da0cd1c638,xclick,/m/058qzx,1,0.0125,0.93625,0.670625,0.795625,0,0,0,0,0,0.364375,0.0125,0.38125,0.93625,0.670625,0.75125,0.795625,0.7475
1d1919da0cd1c638,xclick,/m/058qzx,1,0.015625,0.584375,0.3,0.371875,0,0,0,0,0,0.048125,0.015625,0.16625,0.584375,0.3,0.34125,0.371875,0.3325
1d1919da0cd1c638,xclick,/m/058qzx,1,0.03625,0.96875,0.5325,0.623125,0,0,0,0,0,0.605,0.96875,0.928125,0.03625,0.5325,0.571875,0.623125,0.6075
1d1919da0cd1c638,xclick,/m/058qzx,1,0.11625,0.87,0.41125,0.49625,0,0,0,0,0,0.5025,0.87,0.82375,0.11625,0.41125,0.44875,0.49625,0.4625
1d1919da0cd1c638,xclick,/m/058qzx,1,0.22125,0.9825,0.198125,0.3,0,0,0,0,0,0.620625,0.22125,0.9825,0.928125,0.198125,0.20875,0.25125,0.3
1d3e180659dbeaab,xclick,/m/04ctx,1,0.22125,0.929375,0.335217,0.635593,0,0,0,0,0,0.22375,0.22125,0.9125,0.929375,0.335217,0.346516,0.635593,0.527307
1d6c5b47ac435d2d,xclick,/m/0gxl3,1,0.11,0.89,0.148148,0.8125,1,0,0,0,0,0.167143,0.89,0.267143,0.11,0.148148,0.277778,0.8125,0.763889
1d9d6fa0c2ac65fa,xclick,/m/04ctx,1,0.205,0.503333,0.075625,0.91625,0,0,0,0,0,0.328333,0.205,0.503333,0.250833,0.075625,0.81875,0.345625,0.91625
1d9d6fa0c2ac65fa,xclick,/m/04ctx,1,0.535,0.694167,0.061875,0.915,0,0,0,0,0,0.61,0.535,0.61,0.694167,0.915,0.85375,0.061875,0.860625
1daece485e537a45,xclick,/m/04ctx,1,0.036152,0.95481,0.397603,0.606754,0,0,0,0,0,0.036152,0.231762,0.95481,0.919303,0.490196,0.397603,0.525054,0.606754
1daece485e537a45,xclick,/m/04ctx,1,0.555842,0.894125,0.641612,0.836601,1,0,0,0,0,0.830213,0.555842,0.894125,0.876695,0.641612,0.763617,0.744009,0.836601
1db3abae5f8b29d7,xclick,/m/0gxl3,1,0.165039,0.964844,0.189012,0.940484,0,0,0,0,0,0.292969,0.165039,0.964844,0.460938,0.189012,0.265533,0.633748,0.940484
1db3abae5f8b29d7,xclick,/m/0gxl3,1,0.583008,0.999023,0.181818,0.534336,0,1,0,0,0,0.666992,0.583008,0.999023,0.999023,0.181818,0.301504,0.534336,0.485939
1e28cf9e0bcf227b,xclick,/m/0gxl3,1,0.07125,0.92,0.144167,0.83,0,0,0,1,0,0.833125,0.92,0.670625,0.07125,0.83,0.339167,0.144167,0.2775
1e32255b85e73687,xclick,/m/04ctx,1,0.149414,0.912109,0.138021,0.908854,0,0,0,0,0,0.905273,0.912109,0.19043,0.149414,0.138021,0.145833,0.908854,0.860677
1e325c47de2bbc31,xclick,/m/0gxl3,1,0.086875,0.999375,0.058333,0.500833,1,1,0,0,0,0.999375,0.53125,0.086875,0.676875,0.240833,0.058333,0.224167,0.500833
1e35b9b3d040665a,xclick,/m/0gxl3,1,0.10125,0.999375,0.215,0.728333,0,1,0,0,0,0.10125,0.999375,0.825625,0.225,0.516667,0.330833,0.215,0.728333
1e4657e2a8511d04,xclick,/m/0gxl3,1,0.09625,0.89875,0.305085,0.932203,0,0,0,1,0,0.588125,0.89875,0.09625,0.24,0.305085,0.53484,0.797552,0.932203
1e613301d86781b6,xclick,/m/0gxl3,1,0.5075,0.831875,0.3375,0.659167,1,0,0,1,0,0.5425,0.5075,0.781875,0.831875,0.3375,0.406667,0.659167,0.426667
1ededbc86092a178,xclick,/m/0gxl3,1,0.050625,0.868125,0.258333,0.981667,0,0,0,1,0,0.050625,0.790625,0.868125,0.8025,0.299167,0.258333,0.955833,0.981667
1f2242d1b203377c,xclick,/m/0gxl3,1,0.479812,0.820657,0.5375,0.68125,1,0,0,0,0,0.8,0.820657,0.538967,0.479812,0.5375,0.585625,0.68125,0.64375
1f40e8e5f6a5a51a,xclick,/m/0gxl3,1,0.467773,0.55957,0.417889,0.806452,1,0,0,0,0,0.511719,0.467773,0.55957,0.516602,0.417889,0.568915,0.549853,0.806452
1f40e8e5f6a5a51a,xclick,/m/0gxl3,1,0.470703,0.554688,0.414956,0.803519,1,0,0,0,0,0.470703,0.514648,0.554688,0.510742,0.56305,0.414956,0.56305,0.803519
1f6b0d76f10c6e5a,xclick,/m/0gxl3,1,0.011438,0.900327,0.003268,0.986928,1,1,0,1,0,0.137255,0.011438,0.506536,0.900327,0.986928,0.880719,0.003268,0.95098
1f7a2a945931be36,xclick,/m/04ctx,1,0.121422,0.246792,0.083984,0.875,0,0,0,0,0,0.212241,0.121422,0.246792,0.189536,0.083984,0.581055,0.525391,0.875
1f7a2a945931be36,xclick,/m/04ctx,1,0.316881,0.441264,0.178711,0.881836,0,0,0,0,0,0.385982,0.316881,0.441264,0.388944,0.178711,0.579102,0.527344,0.881836
1f7a2a945931be36,xclick,/m/04ctx,1,0.478776,0.608095,0.265625,0.870117,0,0,0,0,0,0.555775,0.478776,0.608095,0.544916,0.265625,0.583984,0.523438,0.870117
1f7a2a945931be36,xclick,/m/04ctx,1,0.660415,0.775913,0.277344,0.868164,0,0,0,0,0,0.730503,0.660415,0.775913,0.721619,0.277344,0.581055,0.650391,0.868164
1f7a2a945931be36,xclick,/m/04ctx,1,0.825271,0.903258,0.40918,0.78125,0,0,0,0,0,0.86772,0.825271,0.871668,0.903258,0.40918,0.75293,0.78125,0.584961
1f8044ec515fcf82,xclick,/m/0gxl3,1,0.045,0.891875,0.239171,0.815443,0,0,0,0,0,0.045,0.09125,0.891875,0.753125,0.322034,0.239171,0.392655,0.815443
1fbe6eb891fbd28a,xclick,/m/04ctx,1,0.171509,0.847235,0.321875,0.41875,0,0,0,0,0,0.847235,0.482662,0.171509,0.63074,0.37125,0.41875,0.360625,0.321875
1fd4aa24eae1fa53,xclick,/m/04ctx,1,0.0,0.633333,0.309375,0.6375,0,1,0,0,0,0.606944,0.633333,0.041667,0.0,0.309375,0.330208,0.6375,0.585417
1fd9c41bbb5403b3,xclick,/m/0gxl3,1,0.0,0.999375,0.013133,0.999062,0,1,0,0,0,0.0,0.80125,0.96875,0.999375,0.389306,0.013133,0.999062,0.949343
1ff3de2ac2590f7f,xclick,/m/04ctx,1,0.02,0.951875,0.368333,0.6575,0,0,0,0,0,0.02,0.076875,0.951875,0.80375,0.635,0.6575,0.429167,0.368333
2026123fa11b1885,xclick,/m/0gxl3,1,0.218667,0.754667,0.307,0.614,0,0,0,1,0,0.608,0.754667,0.664,0.218667,0.614,0.395,0.307,0.453
2090ed2cec0836b6,activemil,/m/04ctx,1,0.210625,0.78,0.394712,0.70916,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20cad448a5dcc2e9,xclick,/m/04ctx,1,0.0,0.981875,0.027871,0.90524,1,0,0,1,0,0.0,0.033125,0.981875,0.976875,0.84058,0.90524,0.036789,0.027871
20cbcfbdc10e1b52,xclick,/m/04ctx,1,0.051758,0.999023,0.0,0.951613,0,1,0,0,0,0.875977,0.051758,0.285156,0.999023,0.0,0.923754,0.951613,0.241935
20cbcfbdc10e1b52,xclick,/m/058qzx,1,0.042969,0.999023,0.0,0.956012,0,1,0,0,0,0.042969,0.229492,0.899414,0.999023,0.917889,0.956012,0.0,0.195015
2102ced9cbcb69f4,xclick,/m/04ctx,1,0.194336,0.331055,0.233073,0.723958,1,0,0,0,0,0.311523,0.307617,0.194336,0.331055,0.233073,0.697917,0.723958,0.27474
2102ced9cbcb69f4,xclick,/m/04ctx,1,0.602539,0.859375,0.08724,0.665365,1,0,0,0,0,0.638672,0.859375,0.748047,0.602539,0.08724,0.660156,0.665365,0.19401
218dafb82779b0b4,xclick,/m/04ctx,1,0.0,0.999375,0.632277,0.896831,0,1,0,0,0,0.1175,0.0,0.3975,0.999375,0.632277,0.764923,0.896831,0.747237
218dafb82779b0b4,xclick,/m/04ctx,1,0.0775,0.881875,0.0,0.509948,0,1,0,0,0,0.764375,0.881875,0.224375,0.0775,0.0,0.286662,0.509948,0.271186
21b1208bdfbbe594,xclick,/m/04ctx,1,0.029191,0.58799,0.22625,0.46375,0,0,0,0,0,0.029191,0.567139,0.58799,0.052544,0.425625,0.22625,0.280625,0.46375
21b1208bdfbbe594,xclick,/m/04ctx,1,0.093411,0.311927,0.065625,0.19,0,0,0,0,0,0.093411,0.255213,0.311927,0.29608,0.13375,0.065625,0.173125,0.19
21b1208bdfbbe594,xclick,/m/04ctx,1,0.18015,0.622185,0.41875,0.58125,0,0,0,0,0,0.18015,0.355296,0.622185,0.603837,0.58125,0.41875,0.5575,0.579375
21b1208bdfbbe594,xclick,/m/04ctx,1,0.18432,0.774812,0.871875,0.965625,0,0,0,0,0,0.774812,0.532944,0.18432,0.47623,0.914375,0.871875,0.92625,0.965625
21b1208bdfbbe594,xclick,/m/04ctx,1,0.186822,0.779817,0.73875,0.82875,0,0,0,0,0,0.522102,0.186822,0.779817,0.40367,0.73875,0.7675,0.82875,0.806875
21b1208bdfbbe594,xclick,/m/04ctx,1,0.222686,0.698916,0.62625,0.695625,0,0,0,0,0,0.457882,0.698916,0.676397,0.222686,0.62625,0.656875,0.695625,0.656875
21b1208bdfbbe594,xclick,/m/04ctx,1,0.330275,0.515429,0.055,0.18,0,0,0,0,0,0.405338,0.330275,0.515429,0.348624,0.055,0.14375,0.154375,0.18
21b1208bdfbbe594,xclick,/m/04ctx,1,0.681401,0.923269,0.54875,0.74875,0,0,0,0,0,0.777314,0.681401,0.923269,0.848207,0.54875,0.596875,0.675,0.74875
21f6fbe4a5cf1adc,xclick,/m/04ctx,1,0.089844,0.950195,0.11849,0.932292,0,0,0,0,0,0.09668,0.089844,0.540039,0.950195,0.11849,0.132812,0.932292,0.691406
21f7e1050ce8e7e2,xclick,/m/0gxl3,1,0.170625,0.985,0.047977,0.722484,0,0,0,0,0,0.170625,0.73875,0.985,0.759375,0.177799,0.047977,0.604892,0.722484
2200e01ce00cc4ca,xclick,/m/0gxl3,1,0.1425,0.81875,0.019666,0.923304,0,0,0,0,0,0.1425,0.539375,0.81875,0.744375,0.499508,0.019666,0.6765,0.923304
22abe70144e4c86f,xclick,/m/04ctx,1,0.0,0.92375,0.152908,0.614447,0,1,0,0,0,0.0,0.795625,0.92375,0.005,0.456848,0.152908,0.304878,0.614447
22abe70144e4c86f,xclick,/m/04ctx,1,0.0,0.999375,0.43621,0.893996,0,1,0,0,0,0.93625,0.999375,0.00875,0.0,0.43621,0.458724,0.893996,0.797373
22abe70144e4c86f,xclick,/m/058qzx,1,0.0,0.918125,0.155722,0.611632,0,1,0,0,0,0.00625,0.0,0.7875,0.918125,0.611632,0.454034,0.155722,0.30394
22abe70144e4c86f,xclick,/m/058qzx,1,0.0,0.998125,0.439024,0.898687,0,1,0,0,0,0.998125,0.0,0.996875,0.008125,0.452158,0.775797,0.439024,0.898687
22c45935db1999b3,xclick,/m/04ctx,1,0.233398,0.865234,0.117188,0.886719,0,0,0,0,0,0.554688,0.233398,0.865234,0.310547,0.117188,0.604167,0.604167,0.886719
23196738ebc046f3,xclick,/m/04ctx,1,0.38125,0.596875,0.024811,0.994606,0,0,0,0,0,0.432812,0.38125,0.45,0.596875,0.024811,0.985976,0.994606,0.599784
23196738ebc046f3,xclick,/m/058qzx,1,0.35625,0.596875,0.028047,0.995685,0,0,0,0,0,0.423438,0.428125,0.35625,0.596875,0.028047,0.995685,0.623517,0.588997
2328c84c61cca21e,xclick,/m/04ctx,1,0.07375,0.861875,0.106667,0.339167,0,0,0,0,0,0.07375,0.378125,0.861875,0.49125,0.186667,0.339167,0.175833,0.106667
236ae9eb063c209d,xclick,/m/04ctx,1,0.1025,0.9825,0.681818,0.929091,0,0,0,0,0,0.1025,0.549375,0.9825,0.7425,0.747273,0.929091,0.842727,0.681818
238dfc6965c98a79,xclick,/m/04ctx,1,0.294375,0.535625,0.56297,0.99906,0,1,0,0,0,0.31625,0.535625,0.5125,0.294375,0.56297,0.99906,0.99906,0.62594
238dfc6965c98a79,xclick,/m/058qzx,1,0.288125,0.52875,0.56297,0.99906,0,1,0,0,0,0.309375,0.288125,0.52875,0.5275,0.56297,0.615602,0.99906,0.99906
23b57b3011e62954,xclick,/m/04ctx,1,0.064375,0.9325,0.1425,0.88,1,0,0,0,0,0.9325,0.064375,0.493125,0.144375,0.1425,0.7925,0.650833,0.88
24238ce76f91c525,xclick,/m/04ctx,1,0.26125,0.748125,0.245467,0.686192,0,0,0,0,0,0.67875,0.26125,0.33375,0.748125,0.245467,0.578103,0.686192,0.311018
243949b9909ae9d9,xclick,/m/04ctx,1,0.0,0.06375,0.560677,0.892756,0,1,0,0,0,0.0,0.06375,0.005,0.0,0.560677,0.88523,0.892756,0.80809
243949b9909ae9d9,xclick,/m/04ctx,1,0.07,0.2025,0.108184,0.892756,0,0,0,0,0,0.095625,0.1525,0.2025,0.07,0.108184,0.892756,0.863594,0.167451
243949b9909ae9d9,xclick,/m/04ctx,1,0.16875,0.336875,0.113829,0.900282,0,0,0,0,0,0.336875,0.16875,0.27625,0.2025,0.892756,0.158043,0.900282,0.113829
243949b9909ae9d9,xclick,/m/04ctx,1,0.340625,0.445625,0.105362,0.817498,0,0,0,0,0,0.340625,0.3625,0.445625,0.4075,0.152399,0.105362,0.815616,0.817498
243949b9909ae9d9,xclick,/m/04ctx,1,0.450625,0.588125,0.07714,0.936971,0,0,0,0,0,0.450625,0.588125,0.489375,0.536875,0.121355,0.936971,0.07714,0.923801
243949b9909ae9d9,xclick,/m/04ctx,1,0.554375,0.651875,0.080903,0.830668,0,0,0,0,0,0.58375,0.554375,0.651875,0.599375,0.080903,0.138288,0.823142,0.830668
243949b9909ae9d9,xclick,/m/04ctx,1,0.654375,0.785,0.097836,0.749765,0,0,0,0,0,0.715,0.654375,0.785,0.711875,0.097836,0.128881,0.749765,0.742239
243949b9909ae9d9,xclick,/m/04ctx,1,0.790625,0.97375,0.082785,0.799624,0,0,0,0,0,0.801875,0.97375,0.86875,0.790625,0.082785,0.271872,0.799624,0.749765
244b06e5f1fe9527,xclick,/m/0gxl3,1,0.029375,0.91375,0.147834,0.875706,0,0,0,0,0,0.029375,0.90875,0.91375,0.065625,0.217514,0.875706,0.731638,0.147834
2470d43321ae2e5d,xclick,/m/0gxl3,1,0.25875,0.566875,0.043333,0.65,0,0,0,0,0,0.301875,0.25875,0.566875,0.52125,0.043333,0.2025,0.168333,0.65
2470d43321ae2e5d,xclick,/m/0gxl3,1,0.570625,0.816875,0.045,0.615,0,0,0,0,0,0.651875,0.816875,0.570625,0.595,0.045,0.114167,0.574167,0.615
249b76b2a71aba91,xclick,/m/0gxl3,1,0.056667,0.866667,0.05,0.8575,0,0,0,1,0,0.121667,0.056667,0.751667,0.866667,0.8575,0.79,0.05,0.3475
24ac575fd69efd44,xclick,/m/0gxl3,1,0.348125,0.9175,0.29875,0.65875,0,0,0,1,0,0.348125,0.796875,0.9175,0.778125,0.35625,0.29875,0.63,0.65875
24c73572fe4e6dac,xclick,/m/04ctx,1,0.0,0.999375,0.012218,0.99906,0,1,0,0,0,0.838125,0.999375,0.19125,0.0,0.012218,0.18985,0.99906,0.861842
24e933e136a16790,xclick,/m/0gxl3,1,0.026367,0.972656,0.111979,0.891927,0,0,0,0,0,0.026367,0.972656,0.633789,0.103516,0.789062,0.424479,0.111979,0.891927
24e996f07812e7c7,xclick,/m/0gxl3,1,0.233813,0.919065,0.034557,0.952484,0,0,0,0,0,0.505396,0.233813,0.854317,0.919065,0.952484,0.611231,0.034557,0.103672
252c97859df86a42,xclick,/m/04ctx,1,0.0025,0.333125,0.0,0.590395,1,1,0,0,0,0.10375,0.333125,0.27375,0.0025,0.0,0.583804,0.590395,0.088512
253a686b8565937a,xclick,/m/04ctx,1,0.4775,0.999375,0.523333,0.850833,0,1,0,0,0,0.89875,0.999375,0.54625,0.4775,0.523333,0.623333,0.850833,0.849167
253a686b8565937a,xclick,/m/058qzx,1,0.47125,0.999375,0.518333,0.850833,0,1,0,0,0,0.895,0.47125,0.9825,0.999375,0.518333,0.850833,0.660833,0.535833
258b3e4d056eddcd,xclick,/m/04ctx,1,0.025625,0.999375,0.0,0.989662,0,1,0,0,0,0.025625,0.155625,0.999375,0.988125,0.741541,0.989662,0.255639,0.0
25ad6cce9a706a5d,xclick,/m/04ctx,1,0.095,0.979375,0.406667,0.864167,0,0,0,0,0,0.095,0.9325,0.979375,0.496875,0.805,0.864167,0.770833,0.406667
25bf59064babc45d,xclick,/m/0gxl3,1,0.0,0.999375,0.07564,0.998888,0,1,0,0,0,0.39625,0.999375,0.91875,0.0,0.07564,0.468298,0.998888,0.320356
25d8f73f45e45c08,xclick,/m/04ctx,1,0.15125,0.903125,0.21975,0.782337,0,0,0,0,0,0.15125,0.188125,0.903125,0.89875,0.315021,0.21975,0.773992,0.782337
26281ba127e953b1,xclick,/m/04ctx,1,0.076875,0.98625,0.656396,0.950514,0,0,0,0,0,0.98625,0.400625,0.076875,0.11375,0.656396,0.928105,0.86648,0.950514
26281ba127e953b1,xclick,/m/04ctx,1,0.089375,0.903125,0.443511,0.711485,0,0,0,0,0,0.903125,0.393125,0.089375,0.135625,0.443511,0.671335,0.631186,0.711485
26281ba127e953b1,xclick,/m/04ctx,1,0.1025,0.795625,0.253968,0.470588,0,0,0,0,0,0.795625,0.1025,0.155,0.395625,0.297852,0.405229,0.470588,0.253968
26281ba127e953b1,xclick,/m/04ctx,1,0.135,0.78375,0.070028,0.266106,0,0,0,0,0,0.405,0.78375,0.173125,0.135,0.070028,0.123249,0.266106,0.202614
26456807f28f54db,xclick,/m/04ctx,1,0.137931,0.912069,0.268229,0.84375,0,0,0,0,0,0.137931,0.255172,0.792241,0.912069,0.822917,0.84375,0.268229,0.391927
265e0ed8c7e03cb8,xclick,/m/0gxl3,1,0.0675,0.916875,0.006667,0.9675,0,0,0,0,0,0.081875,0.0675,0.916875,0.6525,0.006667,0.035,0.670833,0.9675
26655bce4d862c51,xclick,/m/04ctx,1,0.005,0.999375,0.1875,0.735,1,0,1,0,0,0.300625,0.005,0.999375,0.55,0.1875,0.616667,0.6375,0.735
26655bce4d862c51,xclick,/m/04ctx,1,0.031875,0.17375,0.189167,0.700833,1,0,0,0,0,0.140625,0.031875,0.17375,0.12,0.189167,0.611667,0.683333,0.700833
26655bce4d862c51,xclick,/m/04ctx,1,0.031875,0.865,0.689167,0.895833,1,0,0,0,0,0.031875,0.2375,0.865,0.325,0.771667,0.689167,0.77,0.895833
26655bce4d862c51,xclick,/m/04ctx,1,0.184375,0.385625,0.185833,0.683333,1,0,0,0,0,0.268125,0.184375,0.385625,0.300625,0.185833,0.5925,0.611667,0.683333
26655bce4d862c51,xclick,/m/04ctx,1,0.36,0.515,0.174167,0.2925,0,0,0,0,0,0.376875,0.36,0.493125,0.515,0.174167,0.2275,0.2925,0.25
26655bce4d862c51,xclick,/m/04ctx,1,0.378125,0.526875,0.273333,0.685,1,0,0,0,0,0.3925,0.378125,0.526875,0.4425,0.273333,0.663333,0.645833,0.685
26655bce4d862c51,xclick,/m/04ctx,1,0.460625,0.63375,0.230833,0.723333,1,0,0,0,0,0.55125,0.460625,0.63375,0.55625,0.230833,0.631667,0.659167,0.723333
26655bce4d862c51,xclick,/m/04ctx,1,0.615625,0.731875,0.2375,0.725,1,0,0,0,0,0.620625,0.615625,0.70875,0.731875,0.2375,0.7125,0.725,0.5925
26655bce4d862c51,xclick,/m/04ctx,1,0.70875,0.915625,0.229167,0.7125,1,0,0,0,0,0.70875,0.75125,0.915625,0.848125,0.229167,0.7125,0.554167,0.705833
26655bce4d862c51,xclick,/m/04ctx,1,0.793125,0.999375,0.228333,0.718333,1,1,0,0,0,0.8075,0.793125,0.9025,0.999375,0.228333,0.243333,0.718333,0.600833
266a1ed2789eec8c,xclick,/m/0gxl3,1,0.099167,0.861667,0.226667,0.865556,0,0,0,0,0,0.099167,0.365,0.861667,0.803333,0.314444,0.226667,0.792222,0.865556
26abec4b12fd393d,xclick,/m/0gxl3,1,0.084375,0.905625,0.045966,0.999062,1,1,0,0,0,0.084375,0.195625,0.706875,0.905625,0.619137,0.999062,0.045966,0.075047
26f50b38c60ea2d9,xclick,/m/0gxl3,1,0.14625,0.999375,0.0,0.999056,1,1,0,0,0,0.14625,0.999375,0.918125,0.6475,0.526912,0.509915,0.0,0.999056
270fe3cf8a833f17,xclick,/m/04ctx,1,0.115625,0.9075,0.047842,0.895872,1,0,0,0,0,0.115625,0.13375,0.9075,0.806875,0.890244,0.895872,0.146341,0.047842
27208ca555cd0e19,xclick,/m/04ctx,1,0.39974,0.966146,0.0,0.53418,0,1,0,0,0,0.790365,0.39974,0.438802,0.966146,0.0,0.499023,0.53418,0.017578
27522becac5dd5f9,activemil,/m/04ctx,1,0.16875,0.33,0.293273,0.798942,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27522becac5dd5f9,xclick,/m/04ctx,1,0.689375,0.815,0.281935,0.86319,0,0,0,0,0,0.689375,0.760625,0.815,0.750625,0.452003,0.86319,0.505669,0.281935
2754c72cd608a775,xclick,/m/04ctx,1,0.2375,0.35625,0.016667,0.915625,1,0,0,1,0,0.250781,0.2375,0.35625,0.319531,0.016667,0.225,0.855208,0.915625
27650b5617c13714,xclick,/m/0gxl3,1,0.10375,0.26625,0.415761,0.519928,1,0,0,0,0,0.246875,0.26625,0.199375,0.10375,0.415761,0.428442,0.519928,0.452899
27a61fc9bf374a0d,xclick,/m/0gxl3,1,0.723125,0.998125,0.19137,0.506567,1,0,0,0,0,0.780625,0.723125,0.984375,0.998125,0.506567,0.295497,0.19137,0.214822
27bd3b0dbc8db152,xclick,/m/04ctx,1,0.520625,0.999375,0.0,0.999062,0,1,0,0,0,0.520625,0.950625,0.999375,0.60375,0.0,0.999062,0.78424,0.0
27bd3b0dbc8db152,xclick,/m/058qzx,1,0.516875,0.999375,0.0,0.999062,0,1,0,0,0,0.651875,0.516875,0.999375,0.96125,0.0,0.005629,0.71576,0.999062
27e513ef99325936,xclick,/m/04ctx,1,0.085625,0.894375,0.0,0.978333,0,0,0,0,0,0.085625,0.150625,0.88625,0.894375,0.0775,0.0,0.978333,0.965
2817e094d626ceb1,xclick,/m/04ctx,1,0.649375,0.999375,0.574375,0.999375,0,1,0,1,0,0.649375,0.95375,0.999375,0.999375,0.574375,0.999375,0.998125,0.998125
2821256df3efd008,xclick,/m/0gxl3,1,0.054688,0.967188,0.025,0.827083,0,0,0,1,0,0.601562,0.967188,0.767188,0.054688,0.025,0.602083,0.827083,0.6625
28247d5c8eac3688,xclick,/m/0gxl3,1,0.304243,0.602082,0.0875,0.476875,1,0,0,0,0,0.339472,0.304243,0.422738,0.602082,0.0875,0.103125,0.476875,0.41875
28261a1e2606450d,xclick,/m/04ctx,1,0.065833,0.931667,0.187778,0.922222,0,0,0,0,0,0.385,0.931667,0.120833,0.065833,0.187778,0.21,0.922222,0.826667
283e4b3cb359ca1b,xclick,/m/04ctx,1,0.0,0.959167,0.059776,0.982565,0,1,0,0,0,0.9575,0.959167,0.013333,0.0,0.059776,0.072229,0.982565,0.726027
2882a63941f66846,xclick,/m/04ctx,1,0.005,0.77625,0.0,0.055347,0,1,0,0,0,0.005,0.081875,0.599375,0.77625,0.000938,0.055347,0.055347,0.0
2882a63941f66846,xclick,/m/04ctx,1,0.096875,0.87625,0.500938,0.925891,0,0,0,0,0,0.11125,0.87625,0.553125,0.096875,0.500938,0.620075,0.925891,0.553471
