image_path,width,height,class_id,xmin,ymin,xmax,ymax
Handgun\Handgun_First_Clean_Jabez\armas (331)_jpg.rf.KmRYn4Yn2rZzDSBGdWTt.jpg,298,470,1,130.0,206.0,160.0,267.0
Handgun\Handgun_First_Clean_Jabez\armas (91)_jpg.rf.sL57UpY5HncELMpHuoY6.jpg,168,113,1,69.0,13.0,76.0,60.0
Handgun\Handgun_First_Clean_Jabez\armas (1122)_jpg.rf.HomAuApmzgUnjJPBrsP7.jpg,449,300,1,109.0,70.0,348.0,175.0
Handgun\Handgun_First_Clean_Jabez\armas (1609)_jpg.rf.sTWLeP7ovFOahHzhUBn9.jpg,500,375,1,1.0,1.0,461.0,375.0
Handgun\Handgun_First_Clean_Jabez\armas (1153)_jpg.rf.sPgcTLQe9lJCXo9IpaUD.jpg,640,447,1,159.0,201.0,215.0,328.0
Handgun\Handgun_First_Clean_Jabez\656c207a88e5914f_jpg.rf.5CAbHTL1pJcOYffoq9yZ.jpg,1024,396,1,112.0,137.0,324.0,395.0
Handgun\Handgun_First_Clean_Jabez\armas (1716)_jpg.rf.8UlzkuP08sMRAPXLAvcb.jpg,500,375,1,76.0,1.0,369.0,204.0
Handgun\Handgun_First_Clean_Jabez\armas (1158)_jpg.rf.9NjJcWmrRDWINB22W8Rb.jpg,2000,1000,1,775.0,3.0,1256.0,887.0
Handgun\Handgun_First_Clean_Jabez\armas (506)_jpg.rf.qEObtTXe0iQoPy63A57Z.jpg,275,184,1,106.0,48.0,238.0,140.0
Handgun\Handgun_First_Clean_Jabez\armas (904)_jpg.rf.UsDtNC2gFdDdLoHkwMTe.jpg,240,180,1,106.0,40.0,131.0,57.0
Handgun\Handgun_First_Clean_Jabez\armas (2341)_jpg.rf.Vv4PeFcp7QwSZdxjhTiA.jpg,160,120,1,8.0,7.0,152.0,109.0
Handgun\Handgun_First_Clean_Jabez\armas (129)_jpg.rf.3PAZ3XJvSsD9vvtRLSHg.jpg,299,450,1,141.0,204.0,197.0,339.0
Handgun\Handgun_First_Clean_Jabez\armas (129)_jpg.rf.3PAZ3XJvSsD9vvtRLSHg.jpg,299,450,1,187.0,207.0,266.0,342.0
Handgun\Handgun_First_Clean_Jabez\armas (691)_jpg.rf.3QvFXllwOzIQeIoaaWy7.jpg,1020,596,1,189.0,119.0,780.0,337.0
Handgun\Handgun_First_Clean_Jabez\armas (2862)_jpg.rf.ncHkkIeJj6cuyGvRcI1N.jpg,650,366,1,379.0,164.0,418.0,223.0
Handgun\Handgun_First_Clean_Jabez\armas (1621)_jpg.rf.NTVBjma5mmi6cJVePHFU.jpg,575,431,1,20.0,23.0,536.0,414.0
Handgun\Handgun_First_Clean_Jabez\armas (1937)_jpg.rf.fdhjM6JL3ZOfgE3SVgYQ.jpg,1500,1165,1,218.0,150.0,775.0,527.0
Handgun\Handgun_First_Clean_Jabez\462b9a5bc48da32e_jpg.rf.qmrmM22gGL3qf8J0u5ft.jpg,1024,683,1,67.0,55.0,857.0,434.0
Handgun\Handgun_First_Clean_Jabez\armas (1871)_jpg.rf.OPXHn8RknkR3Dx2i1Iza.jpg,640,480,1,397.0,218.0,451.0,259.0
Handgun\Handgun_First_Clean_Jabez\armas (1932)_jpg.rf.OpV5hN8Nj4icmo2O8AcG.jpg,1004,1600,1,747.0,309.0,905.0,378.0
Handgun\Handgun_First_Clean_Jabez\armas (1051)_jpg.rf.P65gFk4jDEoVY6XZgheo.jpg,1000,1193,1,79.0,203.0,1000.0,562.0
Handgun\Handgun_First_Clean_Jabez\armas (1294)_jpg.rf.QN1jW1hnLICpzkr2jeQD.jpg,500,260,1,74.0,15.0,436.0,241.0
Handgun\Handgun_First_Clean_Jabez\armas (2146)_jpg.rf.R1ExUk44j1rJveV2oypk.jpg,480,229,1,8.0,21.0,454.0,209.0
Handgun\Handgun_First_Clean_Jabez\armas (1235)_jpg.rf.gMi5bzMzXfKv3tjgiCvg.jpg,500,375,1,24.0,13.0,444.0,311.0
Handgun\Handgun_First_Clean_Jabez\armas (1718)_jpg.rf.ZRiWq7ASv1eIrhNoLTd9.jpg,360,277,1,10.0,6.0,347.0,267.0
Handgun\Handgun_First_Clean_Jabez\armas (2639)_jpg.rf.kDFXYBRWwXxkhW7BIWZP.jpg,160,120,1,2.0,1.0,157.0,118.0
Handgun\Handgun_First_Clean_Jabez\armas (2230)_jpg.rf.Dj6ap5U7cV5bUdGeJOyE.jpg,160,120,1,5.0,2.0,159.0,114.0
Handgun\Handgun_First_Clean_Jabez\armas (2198)_jpg.rf.s7DlK3f4tYqjwQlIAJ2y.jpg,160,120,1,2.0,1.0,155.0,110.0
Handgun\Handgun_First_Clean_Jabez\ccff9094e269d824_jpg.rf.sFgKkl6coQcg82ih3Ra6.jpg,1024,687,1,6.0,18.0,984.0,533.0
Handgun\Handgun_First_Clean_Jabez\armas (1693)_jpg.rf.umCUbUc6bgtto1IHKQFg.jpg,500,320,1,32.0,36.0,461.0,288.0
Handgun\Handgun_First_Clean_Jabez\armas (753)_jpg.rf.SDzwpsC2VxabESeji7ne.jpg,300,154,1,1.0,1.0,297.0,149.0
Handgun\Handgun_First_Clean_Jabez\armas (1345)_jpg.rf.TLkEhwhVYVQL8wwhZna7.jpg,800,549,1,20.0,61.0,798.0,497.0
Handgun\Handgun_First_Clean_Jabez\armas (1345)_jpg.rf.TLkEhwhVYVQL8wwhZna7.jpg,800,549,1,474.0,323.0,800.0,530.0
Handgun\Handgun_First_Clean_Jabez\armas (2596)_jpg.rf.SdnKopm42e00QRmZarni.jpg,160,120,1,2.0,6.0,155.0,116.0
Handgun\Handgun_First_Clean_Jabez\armas (585)_jpg.rf.VM2fyl6VyKOE0tC7PpWR.jpg,728,946,1,107.0,494.0,620.0,876.0
Handgun\Handgun_First_Clean_Jabez\armas (585)_jpg.rf.VM2fyl6VyKOE0tC7PpWR.jpg,728,946,1,61.0,13.0,522.0,421.0
Handgun\Handgun_First_Clean_Jabez\armas (2369)_jpg.rf.AyAHw9GXtxri5IilWIrx.jpg,160,120,1,3.0,2.0,157.0,115.0
Handgun\Handgun_First_Clean_Jabez\armas (731)_jpg.rf.BNv4IIATFydjKLs5Mlxu.jpg,1280,960,1,71.0,287.0,605.0,872.0
Handgun\Handgun_First_Clean_Jabez\armas (731)_jpg.rf.BNv4IIATFydjKLs5Mlxu.jpg,1280,960,1,702.0,270.0,1245.0,938.0
Handgun\Handgun_First_Clean_Jabez\armas (2202)_jpg.rf.DGyKHqF5kmpCsFOvkJ53.jpg,160,120,1,4.0,3.0,158.0,114.0
Handgun\Handgun_First_Clean_Jabez\armas (187)_jpg.rf.lked9sJPxmbOvDmU1jzj.jpg,1300,861,1,969.0,289.0,1176.0,504.0
Handgun\Handgun_First_Clean_Jabez\armas (1305)_jpg.rf.mA81vbJ3MS0Sk7NtjKCu.jpg,300,264,1,4.0,3.0,299.0,262.0
Handgun\Handgun_First_Clean_Jabez\armas (2157)_jpg.rf.z4LOcoBj9rk05ztz7UUe.jpg,852,480,1,164.0,119.0,533.0,325.0
Handgun\Handgun_First_Clean_Jabez\armas (1615)_jpg.rf.0iPRNiY8cTCo0J0TDq2l.jpg,500,332,1,272.0,126.0,478.0,253.0
Handgun\Handgun_First_Clean_Jabez\06f860c6e7b5559f_jpg.rf.y624WvDHmdv61RD0wYeP.jpg,1024,768,1,446.0,153.0,993.0,613.0
Handgun\Handgun_First_Clean_Jabez\armas (2869)_jpg.rf.zGvMTEI63kPDSpqlZP5l.jpg,634,435,1,191.0,140.0,325.0,232.0
Handgun\Handgun_First_Clean_Jabez\armas (2124)_jpg.rf.qGIrtDlMMbsUTC1AVRxj.jpg,900,598,1,82.0,171.0,216.0,276.0
Handgun\Handgun_First_Clean_Jabez\armas (713)_jpg.rf.nsD0QQpLk3uTdJNWPUge.jpg,640,375,1,222.0,22.0,614.0,323.0
Handgun\Handgun_First_Clean_Jabez\armas (710)_jpg.rf.q3HIzhEowh5Y3uS3DLDt.jpg,660,660,1,24.0,210.0,431.0,484.0
Handgun\Handgun_First_Clean_Jabez\armas (358)_jpg.rf.yuT014R3rdMMi7IYi5Sz.jpg,640,447,1,68.0,3.0,430.0,427.0
Handgun\Handgun_First_Clean_Jabez\armas (194)_jpg.rf.qNtiKj2sworiVZrS0wx9.jpg,300,153,1,1.0,1.0,184.0,141.0
Handgun\Handgun_First_Clean_Jabez\e7f556e5167b8a1a_jpg.rf.nO55wjZCT5i1mSwDhAMV.jpg,1024,768,1,215.0,107.0,800.0,685.0
Handgun\Handgun_First_Clean_Jabez\armas (1009)_jpg.rf.DvBtDM9YPDwF7d59suI7.jpg,290,174,1,215.0,36.0,248.0,71.0
Handgun\Handgun_First_Clean_Jabez\armas (1315)_jpg.rf.oNhwp3DOF9APuHgK7eZP.jpg,1000,750,1,50.0,29.0,986.0,701.0
Handgun\Handgun_First_Clean_Jabez\armas (448)_jpg.rf.qmrFwIhmqXCDmw49g1IZ.jpg,1023,682,1,236.0,162.0,863.0,531.0
Handgun\Handgun_First_Clean_Jabez\armas (1214)_jpg.rf.rhWM3WxzBsoQtDVf1e1l.jpg,500,375,1,231.0,1.0,500.0,251.0
Handgun\Handgun_First_Clean_Jabez\armas (2171)_jpg.rf.DD1Q7yQg7wT9RubhBFY4.jpg,160,120,1,2.0,1.0,157.0,119.0
Handgun\Handgun_First_Clean_Jabez\0d25f1cf15f5b3b4_jpg.rf.piNmtksV1vAuBNeyik3D.jpg,1024,768,1,107.0,82.0,311.0,535.0
Handgun\Handgun_First_Clean_Jabez\armas (93)_jpg.rf.FGRfn43k8bfRFubHfEcH.jpg,1300,867,1,331.0,254.0,384.0,379.0
Handgun\Handgun_First_Clean_Jabez\armas (93)_jpg.rf.FGRfn43k8bfRFubHfEcH.jpg,1300,867,1,600.0,275.0,686.0,463.0
Handgun\Handgun_First_Clean_Jabez\armas (93)_jpg.rf.FGRfn43k8bfRFubHfEcH.jpg,1300,867,1,866.0,277.0,923.0,520.0
Handgun\Handgun_First_Clean_Jabez\956959690dcc511a_jpg.rf.LWjnKAy0L3j6DVmwSDYa.jpg,1024,685,1,157.0,96.0,918.0,610.0
Handgun\Handgun_First_Clean_Jabez\armas (2300)_jpg.rf.TVFk4sVNpyy911OHhQf6.jpg,160,120,1,4.0,11.0,77.0,97.0
Handgun\Handgun_First_Clean_Jabez\armas (2300)_jpg.rf.TVFk4sVNpyy911OHhQf6.jpg,160,120,1,86.0,12.0,155.0,102.0
Handgun\Handgun_First_Clean_Jabez\armas (428)_jpg.rf.UkVar6FI0qeK0win7Jef.jpg,1023,682,1,474.0,166.0,921.0,458.0
Handgun\Handgun_First_Clean_Jabez\armas (1430)_jpg.rf.vhgvVREwnKzTicRILwac.jpg,357,500,1,41.0,161.0,356.0,434.0
Handgun\Handgun_First_Clean_Jabez\armas (2714)_jpg.rf.6lhWAESY4htw988SR16m.jpg,160,120,1,1.0,1.0,155.0,115.0
Handgun\Handgun_First_Clean_Jabez\armas (36)_jpg.rf.xP60ofrHvmnp7Ljaf0dJ.jpg,450,380,1,312.0,106.0,372.0,217.0
Handgun\Handgun_First_Clean_Jabez\armas (2173)_jpg.rf.7PE5rTP36AaChqJEHZiB.jpg,160,120,1,3.0,4.0,155.0,118.0
Handgun\Handgun_First_Clean_Jabez\armas (484)_jpg.rf.MneyNYgRa86ltCcHCBkx.jpg,682,1023,1,219.0,261.0,337.0,533.0
Handgun\Handgun_First_Clean_Jabez\616edb954ab6a646_jpg.rf.BlnB8HiXytUC8Igo1W7m.jpg,1024,680,1,274.0,128.0,826.0,487.0
Handgun\Handgun_First_Clean_Jabez\21f7e1050ce8e7e2_jpg.rf.b2t4sWaHjCoQiidRMTaL.jpg,1024,681,1,174.0,32.0,1008.0,491.0
Handgun\Handgun_First_Clean_Jabez\armas (2132)_jpg.rf.dnJgEb8n5c3uDsQGQGNI.jpg,600,376,1,292.0,118.0,438.0,203.0
Handgun\Handgun_First_Clean_Jabez\armas (1942)_jpg.rf.TPXG3k7RchMMeSmJyj0J.jpg,1500,1017,1,350.0,66.0,1400.0,777.0
Handgun\Handgun_First_Clean_Jabez\armas (552)_jpg.rf.cChmEUidaElYRxLteSUi.jpg,193,261,1,63.0,22.0,181.0,211.0
Handgun\Handgun_First_Clean_Jabez\armas (272)_jpg.rf.xbz0DVPaoffV7LUB6qCz.jpg,2048,1160,1,509.0,578.0,843.0,914.0
Handgun\Handgun_First_Clean_Jabez\armas (2275)_jpg.rf.1P8QjPOwf6ngtPHA7Jxn.jpg,160,120,1,4.0,3.0,157.0,118.0
Handgun\Handgun_First_Clean_Jabez\armas (592)_jpg.rf.y7CuJZIT1ERXfd89Wb87.jpg,800,430,1,231.0,40.0,554.0,419.0
Handgun\Handgun_First_Clean_Jabez\2a9ca7bbcb1fd6bf_jpg.rf.UHysTv1bfZ3HLNABarfh.jpg,1024,683,1,598.0,140.0,738.0,218.0
Handgun\Handgun_First_Clean_Jabez\armas (1425)_jpg.rf.W99MAI7lLngGfn74zeBe.jpg,500,333,1,12.0,83.0,493.0,325.0
Handgun\Handgun_First_Clean_Jabez\armas (1994)_jpg.rf.dZFpxgdIcLYwlNLahn6O.jpg,800,532,1,272.0,186.0,678.0,340.0
Handgun\Handgun_First_Clean_Jabez\armas (1482)_jpg.rf.c6VhQmJ2IZHFd8Sh5Fyt.jpg,500,377,1,8.0,58.0,484.0,325.0
Handgun\Handgun_First_Clean_Jabez\armas (1287)_jpg.rf.ukxbg1EJbwJQbDwL2U09.jpg,320,209,1,123.0,9.0,170.0,117.0
Handgun\Handgun_First_Clean_Jabez\armas (219)_jpg.rf.AxN8xZ4Eamdz9Y5ANTko.jpg,1300,956,1,1.0,263.0,495.0,688.0
Handgun\Handgun_First_Clean_Jabez\armas (1865)_jpg.rf.Gz4g5R5QWm84G7LNam2o.jpg,916,526,1,8.0,13.0,901.0,510.0
Handgun\Handgun_First_Clean_Jabez\armas (2770)_jpg.rf.km5gxd5NUWB33EiycOxi.jpg,160,120,1,3.0,1.0,155.0,113.0
Handgun\Handgun_First_Clean_Jabez\armas (1205)_jpg.rf.LZl7M0QKsuSRb4ljT2qN.jpg,500,399,1,49.0,101.0,226.0,155.0
Handgun\Handgun_First_Clean_Jabez\armas (1205)_jpg.rf.LZl7M0QKsuSRb4ljT2qN.jpg,500,399,1,236.0,66.0,369.0,141.0
Handgun\Handgun_First_Clean_Jabez\armas (1205)_jpg.rf.LZl7M0QKsuSRb4ljT2qN.jpg,500,399,1,424.0,19.0,500.0,92.0
Handgun\Handgun_First_Clean_Jabez\armas (1205)_jpg.rf.LZl7M0QKsuSRb4ljT2qN.jpg,500,399,1,76.0,227.0,197.0,390.0
Handgun\Handgun_First_Clean_Jabez\armas (1205)_jpg.rf.LZl7M0QKsuSRb4ljT2qN.jpg,500,399,1,344.0,195.0,486.0,343.0
Handgun\Handgun_First_Clean_Jabez\armas (1223)_jpg.rf.l27RgZBXujP8ULdfv8SD.jpg,200,133,1,69.0,8.0,191.0,122.0
Handgun\Handgun_First_Clean_Jabez\armas (1522)_jpg.rf.MLZvQliwI8WpPotvG4pD.jpg,500,400,1,36.0,10.0,463.0,387.0
Handgun\Handgun_First_Clean_Jabez\armas (2830)_jpg.rf.DuWnwjBgpg1A0ZuPga3d.jpg,400,300,1,83.0,104.0,135.0,168.0
Handgun\Handgun_First_Clean_Jabez\d31cd651dfad87f6_jpg.rf.3li46TqQQ4kJfN5nZzBQ.jpg,1024,705,1,0.0,0.0,1021.0,702.0
Handgun\Handgun_First_Clean_Jabez\armas (2760)_jpg.rf.6Cp2BCMustwZM3CXDbYM.jpg,160,120,1,4.0,2.0,155.0,119.0
Handgun\Handgun_First_Clean_Jabez\ac142e75181da13e_jpg.rf.3pg2sbs0sSaPV1iNqOst.jpg,768,768,1,345.0,105.0,764.0,598.0
Handgun\Handgun_First_Clean_Jabez\armas (2225)_jpg.rf.PiNw9JkQUV4TYhsPbcXH.jpg,160,120,1,26.0,3.0,130.0,113.0
Handgun\Handgun_First_Clean_Jabez\armas (351)_jpg.rf.QaA3u4mopfNmrH8VbtXs.jpg,1400,856,1,80.0,260.0,319.0,441.0
Handgun\Handgun_First_Clean_Jabez\armas (218)_jpg.rf.PwjaLTu10eLDCUE1mEWP.jpg,660,440,1,246.0,130.0,276.0,160.0
Handgun\Handgun_First_Clean_Jabez\armas (218)_jpg.rf.PwjaLTu10eLDCUE1mEWP.jpg,660,440,1,63.0,97.0,86.0,127.0
Handgun\Handgun_First_Clean_Jabez\armas (218)_jpg.rf.PwjaLTu10eLDCUE1mEWP.jpg,660,440,1,404.0,156.0,434.0,196.0
Handgun\Handgun_First_Clean_Jabez\armas (218)_jpg.rf.PwjaLTu10eLDCUE1mEWP.jpg,660,440,1,573.0,98.0,611.0,130.0
Handgun\Handgun_First_Clean_Jabez\armas (2542)_jpg.rf.BCKLw5Qmb6hnAZ8ntynl.jpg,160,120,1,2.0,3.0,158.0,115.0
Handgun\Handgun_First_Clean_Jabez\armas (662)_jpg.rf.SPuaH8EfNWIP2xgKSPxH.jpg,639,360,1,261.0,121.0,391.0,325.0
Handgun\Handgun_First_Clean_Jabez\1d14a26471a4e193_jpg.rf.QzsGo9mhlXWHWvHrPy87.jpg,1024,883,1,490.0,277.0,655.0,365.0
Handgun\Handgun_First_Clean_Jabez\armas (859)_jpg.rf.S1uhm1HShfKYHBhLghGT.jpg,280,180,1,121.0,40.0,228.0,124.0
Handgun\Handgun_First_Clean_Jabez\armas (2430)_jpg.rf.XNgkjnM9PeKxA9jugDfP.jpg,160,120,1,2.0,1.0,155.0,118.0
Handgun\Handgun_First_Clean_Jabez\armas (1952)_jpg.rf.OBHv2kjdRXDcexOlIxcA.jpg,1001,1600,1,560.0,102.0,623.0,263.0
Handgun\Handgun_First_Clean_Jabez\armas (2505)_jpg.rf.O01iPt7Qinlgt8dMNE15.jpg,160,120,1,2.0,1.0,157.0,116.0
Handgun\Handgun_First_Clean_Jabez\armas (49)_jpg.rf.VMeCEubYogz1w5wGlyeu.jpg,1300,866,1,645.0,143.0,1158.0,830.0
Handgun\Handgun_First_Clean_Jabez\armas (629)_jpg.rf.V87nOCzBh00xZ5p7VveN.jpg,600,400,1,278.0,155.0,455.0,244.0
Handgun\Handgun_First_Clean_Jabez\armas (2527)_jpg.rf.WVEPWI83j1YPemJ6S17G.jpg,160,120,1,1.0,1.0,158.0,115.0
Handgun\Handgun_First_Clean_Jabez\armas (1428)_jpg.rf.UtDmlUjBQshi0xljqxWC.jpg,500,333,1,51.0,102.0,459.0,277.0
Handgun\Handgun_First_Clean_Jabez\armas (2582)_jpg.rf.WirKJiA6R9nq4aPrkHJ0.jpg,160,120,1,4.0,3.0,151.0,119.0
Handgun\Handgun_First_Clean_Jabez\armas (2570)_jpg.rf.VtXYOHHjoPQ6whGcJxEQ.jpg,160,120,1,2.0,2.0,154.0,119.0
Handgun\Handgun_First_Clean_Jabez\armas (755)_jpg.rf.0a180KrsQ1jskWKphHrw.jpg,300,180,1,1.0,3.0,296.0,176.0
Handgun\Handgun_First_Clean_Jabez\armas (2495)_jpg.rf.Vs8kfLb9r0XPqFBhS71f.jpg,160,120,1,4.0,4.0,154.0,116.0
Handgun\Handgun_First_Clean_Jabez\armas (242)_jpg.rf.0g1Zf0iJtKrtIkXcT1sl.jpg,840,571,1,161.0,256.0,360.0,406.0
Handgun\Handgun_First_Clean_Jabez\armas (2929)_jpg.rf.0tPHfKjjNWgwHUiRlsLa.jpg,749,1024,1,21.0,170.0,690.0,790.0
Handgun\Handgun_First_Clean_Jabez\armas (2681)_jpg.rf.JsoCAmvH1i7bIvO6Uo3n.jpg,160,120,1,2.0,3.0,156.0,114.0
Handgun\Handgun_First_Clean_Jabez\0cc98323ed2e4fc5_jpg.rf.JTx7bcHrAaFlldt5YZrD.jpg,1024,680,1,109.0,87.0,871.0,642.0
Handgun\Handgun_First_Clean_Jabez\armas (2083)_jpg.rf.1aqGgPOPfGVV25Mkgj1C.jpg,640,444,1,34.0,68.0,150.0,164.0
Handgun\Handgun_First_Clean_Jabez\armas (2843)_jpg.rf.1ZHPNLdw9nCRKAdtgNXC.jpg,1920,1080,1,1369.0,295.0,1691.0,703.0
Handgun\Handgun_First_Clean_Jabez\armas (2921)_jpg.rf.O7SfQco20BCCyILIfHeb.jpg,1300,866,1,67.0,395.0,357.0,650.0
Handgun\Handgun_First_Clean_Jabez\78f80cfdbf85a105_jpg.rf.PEPO9R4Avsw18k36s84h.jpg,1024,768,1,0.0,48.0,1013.0,767.0
Handgun\Handgun_First_Clean_Jabez\armas (1464)_jpg.rf.dcpoPvKIbALoH4ty0XKL.jpg,500,375,1,28.0,58.0,461.0,349.0
Handgun\Handgun_First_Clean_Jabez\armas (1825)_jpg.rf.JP5ReccjdoFb3g6Ew9EB.jpg,283,296,1,219.0,118.0,269.0,154.0
Handgun\Handgun_First_Clean_Jabez\armas (1174)_jpg.rf.bz5wGvUdrcMV6v7WJDoH.jpg,1280,720,1,136.0,253.0,553.0,436.0
Handgun\Handgun_First_Clean_Jabez\armas (16)_jpg.rf.bBc8x3rIKu5YOX0oa1Ca.jpg,340,450,1,260.0,21.0,270.0,61.0
Handgun\Handgun_First_Clean_Jabez\armas (1257)_jpg.rf.bzBghPcgHSz3201334zD.jpg,500,299,1,8.0,12.0,490.0,282.0
Handgun\Handgun_First_Clean_Jabez\armas (459)_jpg.rf.ZQtBVBJ8Rfk5HAOXKDPL.jpg,682,1023,1,178.0,169.0,306.0,415.0
Handgun\Handgun_First_Clean_Jabez\armas (717)_jpg.rf.aXD6Ppgg8DZZiioRr2Ed.jpg,863,1390,1,287.0,265.0,553.0,905.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,297.0,226.0,426.0,329.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,174.0,243.0,311.0,341.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,124.0,226.0,223.0,309.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,291.0,195.0,384.0,246.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,202.0,211.0,299.0,256.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,73.0,192.0,207.0,218.0
Handgun\Handgun_First_Clean_Jabez\armas (223)_jpg.rf.VoC9JD91VYD5xmaFahWA.jpg,608,342,1,1.0,257.0,101.0,336.0
Handgun\Handgun_First_Clean_Jabez\0318125dfa3cf007_jpg.rf.ViGPp57VtKluAZCJv7fJ.jpg,768,1024,1,514.0,280.0,674.0,347.0
Handgun\Handgun_First_Clean_Jabez\armas (2257)_jpg.rf.VpO2T4t6szy9vOWYYtnk.jpg,160,120,1,1.0,1.0,157.0,113.0
Handgun\Handgun_First_Clean_Jabez\2e519b93d66374a4_jpg.rf.er4Jn4Und2c73nXUvn0d.jpg,1024,768,1,140.0,17.0,979.0,711.0
Handgun\Handgun_First_Clean_Jabez\armas (2054)_jpg.rf.cRenvx8yBTYeeTMgf8TQ.jpg,632,250,1,370.0,44.0,550.0,211.0
Handgun\Handgun_First_Clean_Jabez\armas (749)_jpg.rf.WWbkbZ2DHCBwBUXiOv3v.jpg,1600,668,1,339.0,350.0,1075.0,667.0
Handgun\Handgun_First_Clean_Jabez\armas (749)_jpg.rf.WWbkbZ2DHCBwBUXiOv3v.jpg,1600,668,1,484.0,1.0,1292.0,464.0
Handgun\Handgun_First_Clean_Jabez\armas (631)_jpg.rf.cwKO9wjIuFg98CDwXRHv.jpg,1280,908,1,122.0,118.0,988.0,789.0
Handgun\Handgun_First_Clean_Jabez\02ccde225a936a96_jpg.rf.hGcVnk8Tt3iYPc6aAGaQ.jpg,1024,1024,1,16.0,249.0,331.0,672.0
Handgun\Handgun_First_Clean_Jabez\02ccde225a936a96_jpg.rf.hGcVnk8Tt3iYPc6aAGaQ.jpg,1024,1024,1,208.0,278.0,548.0,755.0
Handgun\Handgun_First_Clean_Jabez\02ccde225a936a96_jpg.rf.hGcVnk8Tt3iYPc6aAGaQ.jpg,1024,1024,1,481.0,323.0,799.0,788.0
Handgun\Handgun_First_Clean_Jabez\02ccde225a936a96_jpg.rf.hGcVnk8Tt3iYPc6aAGaQ.jpg,1024,1024,1,662.0,354.0,1022.0,881.0
Handgun\Handgun_First_Clean_Jabez\10901307d78e4e62_jpg.rf.homkmDxpGBqojh3MGOAc.jpg,1024,683,1,702.0,312.0,848.0,392.0
Handgun\Handgun_First_Clean_Jabez\armas (1081)_jpg.rf.WbJjPBLB4gMlA0sZtAzZ.jpg,299,470,1,113.0,105.0,148.0,132.0
Handgun\Handgun_First_Clean_Jabez\armas (1081)_jpg.rf.WbJjPBLB4gMlA0sZtAzZ.jpg,299,470,1,155.0,102.0,200.0,146.0
Handgun\Handgun_First_Clean_Jabez\armas (699)_jpg.rf.8GVm0b2agvrIxbI7FZWy.jpg,1000,771,1,71.0,206.0,259.0,339.0
Handgun\Handgun_First_Clean_Jabez\armas (114)_jpg.rf.7nYF6K0bXqIRDzpxwgwm.jpg,156,235,1,59.0,50.0,71.0,75.0
Handgun\Handgun_First_Clean_Jabez\armas (2263)_jpg.rf.iVuZDfcO0jCojbTCI79d.jpg,160,120,1,5.0,7.0,157.0,115.0
Handgun\Handgun_First_Clean_Jabez\armas (955)_jpg.rf.iCcEFjNQDhiOpM1b2T7Z.jpg,277,182,1,115.0,44.0,235.0,91.0
Handgun\Handgun_First_Clean_Jabez\armas (1875)_jpg.rf.j9bPQR6LLJqlWHW0MDcb.jpg,800,532,1,345.0,210.0,603.0,394.0
Handgun\Handgun_First_Clean_Jabez\armas (1679)_jpg.rf.7GhfanMXRU7KfwFZGVDD.jpg,491,500,1,150.0,1.0,489.0,449.0
Handgun\Handgun_First_Clean_Jabez\65d97aad1f688054_jpg.rf.2K2d4kxOSjgX2Z43uPgZ.jpg,1024,768,1,139.0,306.0,1023.0,767.0
Handgun\Handgun_First_Clean_Jabez\armas (2574)_jpg.rf.hUlcIO9ODSJm5VLJlhm4.jpg,160,120,1,6.0,1.0,155.0,119.0
Handgun\Handgun_First_Clean_Jabez\armas (495)_jpg.rf.207YF10vUkvxjgF7bdig.jpg,251,201,1,11.0,24.0,244.0,165.0
Handgun\Handgun_First_Clean_Jabez\armas (2436)_jpg.rf.yOmUaoKoKvBuEwUSrb4W.jpg,160,120,1,4.0,4.0,155.0,113.0
Handgun\Handgun_First_Clean_Jabez\armas (2664)_jpg.rf.z5qB4ivAuCNyNCwpuQZG.jpg,160,120,1,3.0,3.0,157.0,116.0
Handgun\Handgun_First_Clean_Jabez\armas (2170)_jpg.rf.xT4QhC5XiCb1OKeJOrCF.jpg,160,120,1,2.0,1.0,158.0,112.0
Handgun\Handgun_First_Clean_Jabez\armas (2323)_jpg.rf.snSSoArA8LbuUa3VdW5j.jpg,160,120,1,11.0,9.0,142.0,115.0
Handgun\Handgun_First_Clean_Jabez\armas (782)_jpg.rf.rfXU5sTGHEAxcsJDh9JW.jpg,300,225,1,4.0,1.0,298.0,224.0
Handgun\Handgun_First_Clean_Jabez\armas (15)_jpg.rf.zabnovv2SZm8CCLTlIvn.jpg,1300,866,1,179.0,135.0,1084.0,815.0
Handgun\Handgun_First_Clean_Jabez\0a74aa802283e060_jpg.rf.ESsd0N7BADYzsm12wbrw.jpg,1024,683,1,528.0,232.0,597.0,352.0
